fico,dti,delinq_2yrs,inq_last_6mths,pub_rec,revol_util,total_acc,annual_inc,emp_length,home_ownership,loan_amnt,int_rate,term,grade,purpose,state_gdp_2012,default
717.0,15.39,1.0,1.0,0.0,9.6%,19.0,45000.0,8 years,RENT,5000.0,  8.90%, 36 months,A,debt_consolidation,768722.9,0
682.0,15.03,0.0,2.0,0.0,47.7%,17.0,40000.0,5 years,MORTGAGE,15000.0, 15.81%, 36 months,C,debt_consolidation,67635.7,0
702.0,18.96,1.0,0.0,0.0,41.2%,30.0,56000.0,10+ years,RENT,10000.0, 10.74%, 36 months,B,debt_consolidation,1323400.8,0
727.0,7.32,0.0,0.0,0.0,86.5%,14.0,120000.0,1 year,RENT,28000.0, 14.65%, 60 months,C,credit_card,244114.4,0
737.0,13.86,0.0,0.0,0.0,43.3%,7.0,20000.0,6 years,OWN,5400.0,  8.90%, 36 months,A,debt_consolidation,720881.5,0
707.0,9.2,0.0,1.0,0.0,84.5%,6.0,110000.0,7 years,RENT,21000.0, 14.65%, 36 months,C,credit_card,1323400.8,1
807.0,1.08,0.0,1.0,0.0,3%,20.0,75000.0,2 years,MORTGAGE,15600.0,  6.62%, 36 months,A,major_purchase,445120.7,0
692.0,22.97,0.0,1.0,0.0,87.4%,49.0,45000.0,3 years,RENT,10750.0, 13.99%, 36 months,C,house,400623.3,0
712.0,21.94,0.0,0.0,0.0,93.3%,6.0,38500.0,10+ years,MORTGAGE,10000.0, 12.12%, 36 months,B,debt_consolidation,127789.1,0
792.0,10.83,0.0,0.0,0.0,14.9%,49.0,80000.0,5 years,RENT,13000.0,  6.03%, 36 months,A,debt_consolidation,1323400.8,0
697.0,19.04,0.0,0.0,1.0,31.8%,37.0,55900.0,9 years,MORTGAGE,6400.0,  9.76%, 36 months,B,home_improvement,186553.9,0
682.0,16.64,0.0,2.0,0.0,68.8%,36.0,88000.0,1 year,MORTGAGE,2000.0, 13.67%, 36 months,B,car,268861.9,0
702.0,15.56,0.0,2.0,0.0,52.3%,14.0,55000.0,9 years,MORTGAGE,5200.0, 10.74%, 36 months,B,debt_consolidation,2144089.6,1
817.0,1.79,0.0,0.0,0.0,5.5%,21.0,60408.0,,RENT,29700.0,  6.62%, 36 months,A,debt_consolidation,2144089.6,0
682.0,23.82,0.0,3.0,0.0,63.9%,9.0,34000.0,5 years,MORTGAGE,6000.0, 13.99%, 36 months,C,home_improvement,418742.3,0
697.0,7.76,0.0,0.0,1.0,81%,14.0,84000.0,6 years,RENT,19200.0, 13.11%, 36 months,B,debt_consolidation,2144089.6,0
687.0,9.3,0.0,1.0,0.0,91%,10.0,65000.0,7 years,MORTGAGE,6000.0, 14.65%, 36 months,C,debt_consolidation,768722.9,0
692.0,5.62,0.0,0.0,0.0,40%,35.0,60000.0,2 years,RENT,9000.0, 12.12%, 36 months,B,debt_consolidation,268861.9,0
707.0,10.47,0.0,1.0,0.0,63.8%,40.0,235000.0,10+ years,RENT,6500.0,  9.76%, 36 months,B,other,2144089.6,0
752.0,3.99,0.0,1.0,0.0,28%,22.0,204000.0,3 years,MORTGAGE,14000.0, 13.99%, 60 months,C,home_improvement,445120.7,0
717.0,21.78,0.0,0.0,0.0,82.8%,26.0,75000.0,9 years,RENT,30000.0, 14.65%, 36 months,C,debt_consolidation,720881.5,0
672.0,4.67,1.0,1.0,0.0,58.5%,9.0,80000.0,1 year,MORTGAGE,9900.0, 16.29%, 36 months,C,debt_consolidation,2144089.6,0
707.0,4.97,0.0,0.0,0.0,79.2%,15.0,66695.0,3 years,RENT,6100.0,  7.90%, 36 months,A,debt_consolidation,1410447.8,1
732.0,16.65,0.0,1.0,0.0,44%,26.0,49000.0,< 1 year,RENT,10000.0,  7.62%, 36 months,A,other,334555.5,0
677.0,23.69,0.0,1.0,0.0,46.3%,45.0,80000.0,2 years,MORTGAGE,30000.0, 23.26%, 60 months,F,small_business,418742.3,0
717.0,9.02,0.0,1.0,0.0,78.1%,16.0,150000.0,8 years,OWN,17500.0, 15.81%, 60 months,C,credit_card,2144089.6,1
687.0,12.47,0.0,0.0,0.0,80.4%,25.0,56000.0,< 1 year,RENT,7200.0, 12.12%, 36 months,B,debt_consolidation,2144089.6,0
722.0,20.29,0.0,2.0,0.0,77.1%,14.0,100000.0,10+ years,MORTGAGE,12000.0, 10.74%, 36 months,B,debt_consolidation,296272.5,0
692.0,18.78,0.0,0.0,0.0,73.3%,21.0,45000.0,10+ years,RENT,12000.0, 13.11%, 36 months,B,credit_card,296272.5,0
692.0,21.96,0.0,0.0,0.0,62.1%,37.0,27600.0,4 years,RENT,12000.0, 12.12%, 36 months,B,debt_consolidation,173238.8,0
712.0,17.12,0.0,2.0,0.0,55.9%,13.0,68000.0,3 years,MORTGAGE,30000.0, 19.99%, 60 months,E,debt_consolidation,128764.2,1
707.0,12.02,0.0,0.0,0.0,84.9%,18.0,50000.0,10+ years,RENT,6400.0,  7.90%, 36 months,A,debt_consolidation,1410447.8,0
672.0,21.16,0.0,1.0,0.0,64.4%,41.0,41000.0,2 years,MORTGAGE,4800.0, 20.50%, 60 months,E,car,67635.7,0
707.0,18.3,0.0,0.0,0.0,81.3%,24.0,36000.0,8 years,RENT,1500.0,  8.90%, 36 months,A,debt_consolidation,2144089.6,1
807.0,6.84,0.0,0.0,0.0,17.7%,17.0,30000.0,2 years,OWN,2000.0,  6.03%, 36 months,A,car,640663.1,0
797.0,0.47,0.0,2.0,0.0,7%,20.0,170000.0,5 years,MORTGAGE,35000.0,  8.90%, 36 months,A,home_improvement,720881.5,0
722.0,19.82,0.0,0.0,0.0,23.7%,31.0,48000.0,1 year,RENT,14400.0,  8.90%, 36 months,A,debt_consolidation,444478.2,1
742.0,8.37,0.0,3.0,0.0,34.3%,29.0,85000.0,10+ years,MORTGAGE,20000.0,  8.90%, 36 months,A,debt_consolidation,174427.6,0
687.0,18.93,1.0,0.0,0.0,44.3%,30.0,70000.0,1 year,RENT,6000.0, 10.74%, 36 months,B,debt_consolidation,1323400.8,0
777.0,4.34,0.0,0.0,0.0,23.6%,21.0,88452.0,10+ years,MORTGAGE,17000.0,  6.03%, 36 months,A,credit_card,720881.5,0
712.0,19.29,0.0,0.0,0.0,61.7%,16.0,42000.0,6 years,RENT,7500.0,  9.76%, 36 months,B,credit_card,768722.9,0
777.0,16.69,0.0,1.0,0.0,2.1%,17.0,57000.0,10+ years,MORTGAGE,8000.0,  6.62%, 36 months,A,other,439539.7,0
727.0,22.81,0.0,0.0,0.0,76.5%,10.0,43200.0,10+ years,OWN,21250.0, 10.74%, 36 months,B,house,1323400.8,0
722.0,12.95,0.0,1.0,0.0,97.4%,7.0,46000.0,6 years,MORTGAGE,10000.0, 18.25%, 60 months,D,debt_consolidation,439539.7,1
687.0,8.07,0.0,0.0,0.0,73%,14.0,65000.0,5 years,RENT,8400.0, 12.12%, 36 months,B,debt_consolidation,1323400.8,0
697.0,12.59,0.0,0.0,0.0,91.3%,17.0,74000.0,10+ years,RENT,17600.0, 13.99%, 36 months,C,debt_consolidation,519569.0,0
702.0,23.53,1.0,0.0,0.0,41.1%,24.0,59000.0,6 years,MORTGAGE,7500.0, 10.74%, 36 months,B,car,519569.0,0
737.0,18.46,0.0,1.0,0.0,33.6%,14.0,21388.29,3 years,RENT,7000.0,  7.90%, 36 months,A,debt_consolidation,107718.8,0
697.0,22.76,0.0,2.0,0.0,93.4%,22.0,83000.0,< 1 year,RENT,6325.0, 13.67%, 36 months,B,debt_consolidation,233481.2,0
677.0,12.52,0.0,1.0,0.0,89.6%,10.0,30000.0,10+ years,RENT,4800.0, 15.31%, 36 months,C,credit_card,2144089.6,0
707.0,21.52,0.0,0.0,0.0,79.7%,56.0,202000.0,10+ years,MORTGAGE,35000.0, 21.48%, 36 months,E,debt_consolidation,2144089.6,0
687.0,15.59,2.0,0.0,0.0,42.9%,20.0,213000.0,5 years,MORTGAGE,24000.0, 20.50%, 60 months,E,home_improvement,2144089.6,0
732.0,12.69,0.0,0.0,0.0,72%,40.0,97700.0,10+ years,RENT,6400.0,  7.62%, 36 months,A,debt_consolidation,418742.3,0
707.0,8.12,0.0,1.0,0.0,50.9%,19.0,106000.0,5 years,MORTGAGE,10000.0, 13.11%, 36 months,B,car,418742.3,1
747.0,1.44,0.0,2.0,0.0,5.3%,7.0,60000.0,< 1 year,RENT,20000.0,  8.90%, 36 months,A,small_business,2144089.6,1
682.0,12.12,0.0,0.0,0.0,90.9%,14.0,110000.0,10+ years,MORTGAGE,30000.0, 23.13%, 60 months,F,debt_consolidation,720881.5,0
762.0,23.74,0.0,1.0,0.0,57.9%,23.0,56000.0,10+ years,MORTGAGE,12000.0,  6.62%, 36 months,A,debt_consolidation,720881.5,0
732.0,8.12,0.0,0.0,0.0,95.8%,9.0,125000.0,7 years,OWN,14000.0, 13.11%, 36 months,B,debt_consolidation,2144089.6,0
722.0,28.92,0.0,1.0,0.0,73.3%,13.0,52000.0,10+ years,RENT,25475.0, 13.99%, 36 months,C,debt_consolidation,1323400.8,1
727.0,17.13,0.0,0.0,0.0,70.8%,25.0,71000.0,10+ years,MORTGAGE,10000.0,  7.90%, 36 months,A,credit_card,296272.5,0
717.0,8.73,0.0,0.0,0.0,80.3%,13.0,40000.0,8 years,RENT,9800.0,  9.76%, 36 months,B,debt_consolidation,720881.5,0
682.0,10.74,0.0,1.0,0.0,57.1%,19.0,42000.0,10+ years,RENT,12000.0, 14.65%, 36 months,C,debt_consolidation,640663.1,0
717.0,15.87,0.0,0.0,0.0,81.8%,4.0,40000.0,2 years,RENT,19600.0, 13.67%, 36 months,B,debt_consolidation,2144089.6,0
772.0,2.36,0.0,2.0,0.0,24%,23.0,60000.0,10+ years,MORTGAGE,8000.0,  6.62%, 36 months,A,major_purchase,268068.2,0
792.0,7.59,0.0,0.0,0.0,8.4%,9.0,15000.0,7 years,OWN,4000.0,  6.62%, 36 months,A,major_purchase,768722.9,0
722.0,5.55,0.0,2.0,0.0,46.8%,25.0,94500.0,< 1 year,RENT,14950.0, 10.74%, 36 months,B,major_purchase,519569.0,0
752.0,1.88,0.0,0.0,0.0,11.8%,9.0,85000.0,10+ years,OWN,17600.0, 12.12%, 60 months,B,house,444478.2,0
722.0,12.2,0.0,0.0,0.0,80.3%,17.0,170000.0,8 years,MORTGAGE,35000.0, 14.65%, 36 months,C,medical,444478.2,0
687.0,7.71,0.0,1.0,0.0,87.8%,34.0,140000.0,8 years,MORTGAGE,25000.0, 20.50%, 60 months,E,medical,273593.9,0
732.0,14.65,0.0,0.0,0.0,91.2%,8.0,38000.0,1 year,RENT,15000.0, 12.12%, 36 months,B,credit_card,1323400.8,0
777.0,0.5,0.0,3.0,0.0,5.7%,12.0,100000.0,3 years,MORTGAGE,8000.0,  6.62%, 36 months,A,major_purchase,38437.7,0
677.0,18.86,2.0,1.0,1.0,37.8%,17.0,57000.0,10+ years,MORTGAGE,28200.0, 22.78%, 60 months,F,house,640663.1,0
697.0,17.28,0.0,1.0,1.0,58.1%,24.0,48400.0,5 years,MORTGAGE,23800.0, 19.22%, 60 months,D,debt_consolidation,443566.1,1
722.0,27.91,0.0,0.0,0.0,92%,22.0,101500.0,2 years,MORTGAGE,33000.0, 17.99%, 36 months,D,debt_consolidation,640663.1,1
667.0,14.82,1.0,0.0,0.0,63%,4.0,13200.0,5 years,RENT,6075.0, 21.48%, 60 months,E,other,2144089.6,1
667.0,23.81,0.0,0.0,0.0,92.5%,15.0,68000.0,< 1 year,RENT,10000.0, 17.99%, 36 months,D,credit_card,1323400.8,0
692.0,13.75,0.0,2.0,0.0,53.8%,32.0,80000.0,10+ years,RENT,20000.0, 18.55%, 60 months,D,debt_consolidation,519569.0,0
717.0,9.19,0.0,3.0,0.0,33.9%,12.0,70000.0,10+ years,RENT,14000.0, 10.74%, 36 months,B,small_business,2144089.6,0
697.0,13.25,0.0,2.0,0.0,18.5%,13.0,31400.0,5 years,RENT,10000.0, 16.29%, 60 months,C,debt_consolidation,640663.1,0
662.0,17.7,0.0,1.0,0.0,41.5%,18.0,75000.0,3 years,RENT,5000.0, 16.29%, 36 months,C,credit_card,1323400.8,0
682.0,16.36,0.0,0.0,0.0,46.2%,19.0,40560.0,10+ years,RENT,1200.0, 13.99%, 36 months,C,other,640663.1,0
682.0,12.32,0.0,0.0,0.0,76.5%,25.0,95000.0,10+ years,RENT,25000.0, 17.27%, 36 months,D,debt_consolidation,1323400.8,0
677.0,14.1,0.0,1.0,0.0,50.1%,43.0,65000.0,3 years,MORTGAGE,6600.0, 13.67%, 36 months,B,home_improvement,768722.9,0
677.0,18.5,0.0,1.0,0.0,21.4%,15.0,19200.0,2 years,OWN,2400.0, 15.31%, 36 months,C,debt_consolidation,720881.5,0
687.0,11.36,0.0,3.0,0.0,66.4%,9.0,30000.0,2 years,MORTGAGE,6000.0, 13.11%, 36 months,B,credit_card,540882.4,0
722.0,12.12,0.0,0.0,0.0,68.9%,48.0,80000.0,10+ years,MORTGAGE,30000.0, 14.65%, 60 months,C,debt_consolidation,233481.2,0
737.0,12.45,0.0,0.0,0.0,66.7%,12.0,70000.0,< 1 year,OWN,12000.0,  6.62%, 36 months,A,credit_card,444478.2,0
722.0,24.49,0.0,1.0,0.0,29.3%,40.0,108000.0,7 years,MORTGAGE,8400.0, 10.74%, 36 months,B,home_improvement,443566.1,0
692.0,13.23,0.0,1.0,0.0,90.5%,20.0,200000.0,6 years,OWN,30000.0, 22.78%, 60 months,F,credit_card,1410447.8,0
672.0,14.67,0.0,0.0,0.0,46.6%,13.0,45000.0,2 years,MORTGAGE,3500.0, 13.11%, 36 months,B,debt_consolidation,640663.1,0
702.0,24.54,0.0,0.0,0.0,85.7%,33.0,38000.0,9 years,RENT,16800.0, 13.11%, 36 months,B,debt_consolidation,519569.0,0
682.0,20.37,0.0,0.0,0.0,86.4%,11.0,38000.0,6 years,RENT,18825.0, 14.65%, 36 months,C,credit_card,720881.5,0
737.0,3.84,0.0,2.0,0.0,31.5%,8.0,25000.0,1 year,RENT,7850.0,  7.62%, 36 months,A,house,720881.5,0
682.0,12.91,0.0,1.0,0.0,59%,10.0,25000.0,1 year,OWN,2000.0, 15.81%, 36 months,C,debt_consolidation,445120.7,0
812.0,2.43,0.0,1.0,0.0,12%,12.0,37584.0,10+ years,MORTGAGE,9600.0,  6.03%, 36 months,A,home_improvement,174427.6,0
702.0,24.89,0.0,1.0,0.0,84.5%,34.0,90000.0,1 year,MORTGAGE,30000.0, 20.99%, 60 months,E,debt_consolidation,1410447.8,1
672.0,14.9,0.0,3.0,0.0,75.7%,21.0,46800.0,10+ years,MORTGAGE,5000.0, 14.65%, 36 months,C,other,2144089.6,0
702.0,14.16,0.0,0.0,0.0,62.4%,17.0,40000.0,2 years,OWN,4000.0,  9.76%, 36 months,B,other,1410447.8,0
752.0,9.17,0.0,1.0,0.0,18.2%,13.0,123000.0,< 1 year,RENT,14000.0,  7.90%, 36 months,A,credit_card,445120.7,0
717.0,21.35,0.0,1.0,0.0,67.3%,43.0,88000.0,1 year,RENT,20000.0, 15.81%, 60 months,C,debt_consolidation,128764.2,0
707.0,9.98,0.0,0.0,0.0,85.5%,11.0,28500.0,6 years,RENT,9000.0, 12.12%, 36 months,B,debt_consolidation,1410447.8,0
712.0,13.53,0.0,0.0,0.0,72.4%,14.0,59000.0,10+ years,MORTGAGE,10175.0,  8.90%, 36 months,A,debt_consolidation,720881.5,1
752.0,3.51,0.0,0.0,0.0,55.4%,5.0,26000.0,4 years,RENT,5450.0,  7.90%, 36 months,A,moving,268068.2,0
797.0,6.24,0.0,0.0,0.0,7%,28.0,160000.0,1 year,MORTGAGE,20000.0,  6.62%, 36 months,A,small_business,2144089.6,0
672.0,17.44,0.0,0.0,0.0,37.6%,27.0,38056.0,10+ years,MORTGAGE,19000.0, 21.48%, 60 months,E,debt_consolidation,1323400.8,0
742.0,16.71,0.0,4.0,0.0,55.8%,33.0,145000.0,6 years,MORTGAGE,8000.0,  7.90%, 36 months,A,home_improvement,720881.5,0
702.0,6.62,3.0,0.0,0.0,1.8%,39.0,300000.0,10+ years,MORTGAGE,35000.0, 18.25%, 36 months,D,debt_consolidation,128764.2,0
707.0,23.75,1.0,3.0,0.0,76.8%,43.0,48000.0,9 years,MORTGAGE,4000.0,  9.76%, 36 months,B,home_improvement,173238.8,0
712.0,7.13,0.0,3.0,0.0,48.6%,15.0,70000.0,1 year,MORTGAGE,9600.0, 12.12%, 36 months,B,debt_consolidation,334555.5,0
772.0,9.29,0.0,0.0,0.0,4.5%,42.0,170000.0,4 years,MORTGAGE,9000.0,  6.03%, 36 months,A,major_purchase,1323400.8,0
717.0,24.72,0.0,3.0,0.0,46.6%,43.0,165000.0,2 years,MORTGAGE,7000.0,  8.90%, 36 months,A,debt_consolidation,2144089.6,1
747.0,24.45,0.0,0.0,0.0,45%,18.0,49920.0,4 years,MORTGAGE,3625.0,  6.62%, 36 months,A,debt_consolidation,2144089.6,0
712.0,23.93,0.0,0.0,0.0,62.6%,33.0,30000.0,< 1 year,RENT,13000.0,  9.76%, 36 months,B,debt_consolidation,2144089.6,0
782.0,1.2,0.0,1.0,0.0,1.4%,22.0,60000.0,2 years,RENT,5000.0,  6.62%, 36 months,A,debt_consolidation,443566.1,0
692.0,23.74,0.0,0.0,0.0,54.7%,13.0,50000.0,6 years,MORTGAGE,11400.0, 12.12%, 36 months,B,debt_consolidation,445120.7,0
712.0,19.89,0.0,0.0,0.0,76.8%,10.0,26000.0,< 1 year,RENT,7000.0,  8.90%, 36 months,A,credit_card,1323400.8,0
762.0,10.68,0.0,2.0,0.0,18.4%,14.0,50000.0,1 year,RENT,8000.0,  7.90%, 36 months,A,debt_consolidation,2144089.6,0
692.0,13.95,1.0,0.0,0.0,92.1%,14.0,35000.0,< 1 year,MORTGAGE,15000.0, 14.65%, 36 months,C,debt_consolidation,176323.1,0
687.0,19.03,0.0,0.0,0.0,64.2%,18.0,43500.0,10+ years,RENT,18000.0, 18.55%, 60 months,D,debt_consolidation,174427.6,1
662.0,7.17,1.0,0.0,0.0,25%,28.0,89000.0,7 years,RENT,15000.0, 18.55%, 36 months,D,debt_consolidation,244114.4,0
672.0,17.28,1.0,3.0,0.0,44.6%,32.0,97524.0,< 1 year,RENT,5000.0, 18.25%, 60 months,D,car,176323.1,0
722.0,17.22,0.0,0.0,0.0,34.5%,14.0,30000.0,10+ years,OWN,10000.0,  8.90%, 36 months,A,credit_card,61866.7,1
737.0,11.04,0.0,1.0,0.0,40.4%,22.0,110000.0,< 1 year,RENT,22000.0,  8.90%, 36 months,A,debt_consolidation,2144089.6,0
677.0,18.24,0.0,1.0,0.0,75.7%,23.0,40000.0,7 years,MORTGAGE,12000.0, 15.31%, 36 months,C,debt_consolidation,1410447.8,0
767.0,5.52,0.0,0.0,0.0,52.9%,27.0,72000.0,8 years,MORTGAGE,8100.0,  7.90%, 36 months,A,home_improvement,439539.7,0
727.0,20.02,0.0,1.0,0.0,75.5%,25.0,60000.0,4 years,RENT,29700.0, 15.31%, 60 months,C,debt_consolidation,443566.1,0
672.0,16.04,0.0,0.0,1.0,70.1%,24.0,52000.0,5 years,RENT,7500.0, 19.22%, 60 months,D,debt_consolidation,174427.6,1
777.0,21.36,0.0,0.0,0.0,26%,36.0,45000.0,6 years,MORTGAGE,14000.0,  7.90%, 60 months,A,other,1410447.8,0
697.0,18.61,0.0,0.0,0.0,81%,37.0,91500.0,10+ years,MORTGAGE,25000.0, 19.22%, 60 months,D,debt_consolidation,233481.2,0
692.0,23.89,0.0,3.0,1.0,65.7%,25.0,42000.0,7 years,OWN,20000.0, 18.25%, 60 months,D,debt_consolidation,720881.5,1
727.0,19.88,0.0,1.0,0.0,84%,22.0,68400.0,10+ years,RENT,5000.0,  7.90%, 36 months,A,major_purchase,67635.7,0
712.0,18.21,0.0,1.0,0.0,65.2%,29.0,70000.0,5 years,MORTGAGE,6200.0,  9.76%, 36 months,B,debt_consolidation,400623.3,0
722.0,16.99,0.0,1.0,0.0,76.5%,20.0,135000.0,1 year,RENT,10000.0, 10.74%, 36 months,B,wedding,2144089.6,0
667.0,14.88,2.0,0.0,0.0,93%,16.0,30000.0,10+ years,OWN,10000.0, 18.25%, 36 months,D,debt_consolidation,51607.4,1
772.0,7.46,0.0,0.0,0.0,72.9%,6.0,14000.0,5 years,RENT,2000.0,  6.62%, 36 months,A,debt_consolidation,1323400.8,0
747.0,24.29,0.0,2.0,0.0,15.6%,6.0,25000.0,10+ years,MORTGAGE,4000.0,  7.90%, 36 months,A,other,540882.4,1
722.0,16.84,0.0,0.0,0.0,64.4%,15.0,22800.0,< 1 year,RENT,7800.0,  8.90%, 36 months,A,debt_consolidation,127789.1,0
687.0,20.96,0.0,0.0,0.0,85.3%,8.0,30000.0,3 years,RENT,6000.0, 12.12%, 36 months,B,credit_card,720881.5,0
702.0,9.08,0.0,2.0,0.0,80.1%,15.0,60000.0,3 years,MORTGAGE,6000.0, 10.74%, 36 months,B,major_purchase,768722.9,0
707.0,8.83,0.0,0.0,0.0,73%,28.0,78000.0,10+ years,MORTGAGE,22050.0, 12.12%, 36 months,B,debt_consolidation,42041.6,0
672.0,10.35,0.0,1.0,0.0,86.6%,14.0,85000.0,5 years,MORTGAGE,13000.0, 18.25%, 36 months,D,debt_consolidation,2144089.6,0
692.0,17.74,0.0,1.0,0.0,87.4%,42.0,101000.0,10+ years,MORTGAGE,3500.0, 13.67%, 36 months,B,home_improvement,186553.9,0
732.0,29.35,0.0,0.0,0.0,69.5%,28.0,42526.2,4 years,RENT,21200.0, 12.12%, 60 months,B,debt_consolidation,768722.9,1
697.0,16.32,0.0,0.0,0.0,53.4%,8.0,31400.0,4 years,RENT,4800.0, 13.67%, 60 months,B,debt_consolidation,140764.1,0
707.0,11.86,0.0,1.0,1.0,33.1%,22.0,52000.0,,MORTGAGE,6000.0,  9.76%, 36 months,B,major_purchase,268068.2,1
662.0,19.87,0.0,3.0,1.0,70.5%,21.0,31000.0,3 years,MORTGAGE,3000.0, 16.29%, 36 months,C,medical,768722.9,0
717.0,10.02,0.0,0.0,1.0,13.4%,25.0,66000.0,6 years,RENT,7500.0,  8.90%, 36 months,A,debt_consolidation,61866.7,0
802.0,8.42,0.0,3.0,0.0,10%,30.0,157000.0,2 years,MORTGAGE,7000.0,  6.03%, 36 months,A,other,418742.3,0
702.0,18.65,0.0,1.0,0.0,94.7%,22.0,50000.0,< 1 year,RENT,9900.0, 13.99%, 36 months,C,debt_consolidation,334555.5,0
677.0,14.55,0.0,1.0,0.0,34.9%,21.0,90000.0,< 1 year,MORTGAGE,6000.0, 13.99%, 36 months,C,home_improvement,640663.1,0
672.0,23.16,0.0,0.0,0.0,36.2%,43.0,85000.0,3 years,RENT,35000.0, 23.13%, 60 months,F,debt_consolidation,1323400.8,0
697.0,6.54,0.0,1.0,0.0,1.4%,21.0,53000.0,8 years,OWN,14400.0, 13.99%, 36 months,C,major_purchase,640663.1,0
712.0,19.57,0.0,0.0,0.0,33.6%,19.0,65000.0,10+ years,RENT,2200.0,  7.90%, 36 months,A,credit_card,2144089.6,0
737.0,13.68,0.0,0.0,0.0,53%,6.0,35000.0,2 years,RENT,10000.0,  7.62%, 36 months,A,credit_card,2144089.6,1
697.0,22.98,0.0,0.0,1.0,73.1%,20.0,72000.0,10+ years,RENT,12800.0, 12.12%, 36 months,B,debt_consolidation,519569.0,0
732.0,23.2,0.0,0.0,0.0,87.2%,16.0,19500.0,1 year,OWN,8600.0,  7.90%, 36 months,A,debt_consolidation,1323400.8,0
692.0,19.3,0.0,2.0,0.0,73%,49.0,70000.0,7 years,MORTGAGE,32000.0, 21.97%, 60 months,E,debt_consolidation,418742.3,1
702.0,7.37,0.0,0.0,0.0,87.5%,8.0,30000.0,10+ years,RENT,9400.0, 12.12%, 36 months,B,debt_consolidation,418742.3,0
672.0,4.44,1.0,3.0,0.0,14.6%,18.0,75000.0,< 1 year,RENT,35000.0, 20.50%, 36 months,E,debt_consolidation,1323400.8,0
687.0,23.14,0.0,0.0,0.0,83.8%,11.0,32000.0,6 years,RENT,5000.0, 12.12%, 36 months,B,credit_card,127789.1,0
692.0,16.91,0.0,1.0,0.0,34.3%,35.0,32000.0,2 years,RENT,9000.0, 13.99%, 36 months,C,debt_consolidation,2144089.6,0
697.0,14.04,0.0,0.0,0.0,55.8%,10.0,24100.0,6 years,RENT,4200.0, 13.67%, 60 months,B,other,2144089.6,0
687.0,9.65,0.0,2.0,1.0,29.5%,7.0,53000.0,4 years,RENT,6000.0, 13.67%, 36 months,B,moving,2144089.6,0
712.0,11.03,0.0,1.0,0.0,46.3%,11.0,62000.0,8 years,OWN,10000.0, 12.12%, 36 months,B,debt_consolidation,768722.9,0
722.0,27.92,0.0,1.0,0.0,47.5%,16.0,37000.0,10+ years,RENT,9875.0, 10.74%, 36 months,B,debt_consolidation,768722.9,1
692.0,13.72,1.0,2.0,0.0,84.3%,33.0,127300.0,10+ years,OWN,5000.0, 13.11%, 36 months,B,home_improvement,443566.1,1
682.0,14.5,0.0,2.0,0.0,80.4%,11.0,98800.0,10+ years,RENT,35000.0, 22.78%, 60 months,F,debt_consolidation,2144089.6,0
707.0,23.92,0.0,0.0,0.0,64.9%,18.0,63000.0,2 years,RENT,3800.0,  8.90%, 36 months,A,debt_consolidation,1323400.8,0
717.0,2.02,0.0,0.0,0.0,41.7%,8.0,50400.0,2 years,RENT,5000.0,  7.90%, 36 months,A,other,2144089.6,0
707.0,12.03,0.0,0.0,0.0,32.2%,15.0,75000.0,4 years,MORTGAGE,17400.0, 12.12%, 36 months,B,debt_consolidation,128764.2,0
747.0,14.67,0.0,0.0,0.0,32.1%,22.0,90000.0,10+ years,RENT,14000.0,  6.03%, 36 months,A,debt_consolidation,2144089.6,0
752.0,20.1,0.0,0.0,0.0,69.3%,10.0,38500.0,10+ years,OWN,15800.0,  7.90%, 36 months,A,credit_card,640663.1,0
687.0,20.47,0.0,1.0,0.0,46.8%,15.0,35000.0,2 years,RENT,5000.0, 13.11%, 36 months,B,credit_card,768722.9,0
707.0,10.75,1.0,1.0,0.0,52.2%,22.0,250000.0,< 1 year,MORTGAGE,30000.0, 17.27%, 36 months,D,debt_consolidation,444478.2,0
727.0,16.85,0.0,0.0,0.0,77.4%,22.0,48000.0,10+ years,MORTGAGE,12000.0,  7.90%, 36 months,A,debt_consolidation,1410447.8,0
717.0,14.46,0.0,0.0,0.0,53.1%,10.0,42000.0,< 1 year,RENT,10000.0,  8.90%, 36 months,A,debt_consolidation,418742.3,0
682.0,24.98,0.0,1.0,0.0,78.4%,34.0,15803.16,,RENT,6200.0, 13.67%, 36 months,B,vacation,640663.1,1
707.0,20.16,0.0,0.0,0.0,67%,29.0,70261.87,10+ years,RENT,30000.0, 20.99%, 60 months,E,debt_consolidation,1323400.8,0
707.0,21.56,0.0,0.0,0.0,93%,17.0,27000.0,2 years,RENT,4000.0, 10.74%, 36 months,B,debt_consolidation,274540.5,0
707.0,9.55,0.0,2.0,0.0,14.5%,24.0,52000.0,3 years,MORTGAGE,18500.0, 13.99%, 36 months,C,small_business,174427.6,0
737.0,10.48,0.0,0.0,0.0,56.1%,10.0,30000.0,5 years,RENT,11850.0,  6.62%, 36 months,A,debt_consolidation,444478.2,0
727.0,16.68,0.0,1.0,0.0,41.6%,14.0,62500.0,10+ years,RENT,7500.0,  7.90%, 36 months,A,debt_consolidation,640663.1,0
702.0,24.03,0.0,0.0,0.0,91.6%,21.0,37000.0,4 years,RENT,14400.0, 12.12%, 36 months,B,credit_card,1323400.8,0
717.0,17.61,0.0,0.0,0.0,73.9%,22.0,70000.0,7 years,OWN,15000.0, 10.74%, 36 months,B,debt_consolidation,2144089.6,0
